fieldID,imagepath,labelpath
10002,PASTISFresh/DATA_S2/S2_10002.npy,PASTISFresh/ANNOTATIONS/TARGET_10002.npy
10003,PASTISFresh/DATA_S2/S2_10003.npy,PASTISFresh/ANNOTATIONS/TARGET_10003.npy
10004,PASTISFresh/DATA_S2/S2_10004.npy,PASTISFresh/ANNOTATIONS/TARGET_10004.npy
10005,PASTISFresh/DATA_S2/S2_10005.npy,PASTISFresh/ANNOTATIONS/TARGET_10005.npy
10006,PASTISFresh/DATA_S2/S2_10006.npy,PASTISFresh/ANNOTATIONS/TARGET_10006.npy
10008,PASTISFresh/DATA_S2/S2_10008.npy,PASTISFresh/ANNOTATIONS/TARGET_10008.npy
10009,PASTISFresh/DATA_S2/S2_10009.npy,PASTISFresh/ANNOTATIONS/TARGET_10009.npy
10010,PASTISFresh/DATA_S2/S2_10010.npy,PASTISFresh/ANNOTATIONS/TARGET_10010.npy
10011,PASTISFresh/DATA_S2/S2_10011.npy,PASTISFresh/ANNOTATIONS/TARGET_10011.npy
10012,PASTISFresh/DATA_S2/S2_10012.npy,PASTISFresh/ANNOTATIONS/TARGET_10012.npy
10013,PASTISFresh/DATA_S2/S2_10013.npy,PASTISFresh/ANNOTATIONS/TARGET_10013.npy
10014,PASTISFresh/DATA_S2/S2_10014.npy,PASTISFresh/ANNOTATIONS/TARGET_10014.npy
10016,PASTISFresh/DATA_S2/S2_10016.npy,PASTISFresh/ANNOTATIONS/TARGET_10016.npy
10017,PASTISFresh/DATA_S2/S2_10017.npy,PASTISFresh/ANNOTATIONS/TARGET_10017.npy
10018,PASTISFresh/DATA_S2/S2_10018.npy,PASTISFresh/ANNOTATIONS/TARGET_10018.npy
10019,PASTISFresh/DATA_S2/S2_10019.npy,PASTISFresh/ANNOTATIONS/TARGET_10019.npy
10020,PASTISFresh/DATA_S2/S2_10020.npy,PASTISFresh/ANNOTATIONS/TARGET_10020.npy
10022,PASTISFresh/DATA_S2/S2_10022.npy,PASTISFresh/ANNOTATIONS/TARGET_10022.npy
10023,PASTISFresh/DATA_S2/S2_10023.npy,PASTISFresh/ANNOTATIONS/TARGET_10023.npy
10024,PASTISFresh/DATA_S2/S2_10024.npy,PASTISFresh/ANNOTATIONS/TARGET_10024.npy
10025,PASTISFresh/DATA_S2/S2_10025.npy,PASTISFresh/ANNOTATIONS/TARGET_10025.npy
10026,PASTISFresh/DATA_S2/S2_10026.npy,PASTISFresh/ANNOTATIONS/TARGET_10026.npy
10027,PASTISFresh/DATA_S2/S2_10027.npy,PASTISFresh/ANNOTATIONS/TARGET_10027.npy
10028,PASTISFresh/DATA_S2/S2_10028.npy,PASTISFresh/ANNOTATIONS/TARGET_10028.npy
10029,PASTISFresh/DATA_S2/S2_10029.npy,PASTISFresh/ANNOTATIONS/TARGET_10029.npy
10031,PASTISFresh/DATA_S2/S2_10031.npy,PASTISFresh/ANNOTATIONS/TARGET_10031.npy
10032,PASTISFresh/DATA_S2/S2_10032.npy,PASTISFresh/ANNOTATIONS/TARGET_10032.npy
10034,PASTISFresh/DATA_S2/S2_10034.npy,PASTISFresh/ANNOTATIONS/TARGET_10034.npy
10035,PASTISFresh/DATA_S2/S2_10035.npy,PASTISFresh/ANNOTATIONS/TARGET_10035.npy
10036,PASTISFresh/DATA_S2/S2_10036.npy,PASTISFresh/ANNOTATIONS/TARGET_10036.npy
10037,PASTISFresh/DATA_S2/S2_10037.npy,PASTISFresh/ANNOTATIONS/TARGET_10037.npy
10038,PASTISFresh/DATA_S2/S2_10038.npy,PASTISFresh/ANNOTATIONS/TARGET_10038.npy
10039,PASTISFresh/DATA_S2/S2_10039.npy,PASTISFresh/ANNOTATIONS/TARGET_10039.npy
10042,PASTISFresh/DATA_S2/S2_10042.npy,PASTISFresh/ANNOTATIONS/TARGET_10042.npy
10043,PASTISFresh/DATA_S2/S2_10043.npy,PASTISFresh/ANNOTATIONS/TARGET_10043.npy
10044,PASTISFresh/DATA_S2/S2_10044.npy,PASTISFresh/ANNOTATIONS/TARGET_10044.npy
10045,PASTISFresh/DATA_S2/S2_10045.npy,PASTISFresh/ANNOTATIONS/TARGET_10045.npy
10047,PASTISFresh/DATA_S2/S2_10047.npy,PASTISFresh/ANNOTATIONS/TARGET_10047.npy
10049,PASTISFresh/DATA_S2/S2_10049.npy,PASTISFresh/ANNOTATIONS/TARGET_10049.npy
10050,PASTISFresh/DATA_S2/S2_10050.npy,PASTISFresh/ANNOTATIONS/TARGET_10050.npy
10051,PASTISFresh/DATA_S2/S2_10051.npy,PASTISFresh/ANNOTATIONS/TARGET_10051.npy
10052,PASTISFresh/DATA_S2/S2_10052.npy,PASTISFresh/ANNOTATIONS/TARGET_10052.npy
10053,PASTISFresh/DATA_S2/S2_10053.npy,PASTISFresh/ANNOTATIONS/TARGET_10053.npy
10055,PASTISFresh/DATA_S2/S2_10055.npy,PASTISFresh/ANNOTATIONS/TARGET_10055.npy
10061,PASTISFresh/DATA_S2/S2_10061.npy,PASTISFresh/ANNOTATIONS/TARGET_10061.npy
10062,PASTISFresh/DATA_S2/S2_10062.npy,PASTISFresh/ANNOTATIONS/TARGET_10062.npy
10063,PASTISFresh/DATA_S2/S2_10063.npy,PASTISFresh/ANNOTATIONS/TARGET_10063.npy
10066,PASTISFresh/DATA_S2/S2_10066.npy,PASTISFresh/ANNOTATIONS/TARGET_10066.npy
10067,PASTISFresh/DATA_S2/S2_10067.npy,PASTISFresh/ANNOTATIONS/TARGET_10067.npy
10069,PASTISFresh/DATA_S2/S2_10069.npy,PASTISFresh/ANNOTATIONS/TARGET_10069.npy
10072,PASTISFresh/DATA_S2/S2_10072.npy,PASTISFresh/ANNOTATIONS/TARGET_10072.npy
10073,PASTISFresh/DATA_S2/S2_10073.npy,PASTISFresh/ANNOTATIONS/TARGET_10073.npy
10074,PASTISFresh/DATA_S2/S2_10074.npy,PASTISFresh/ANNOTATIONS/TARGET_10074.npy
10076,PASTISFresh/DATA_S2/S2_10076.npy,PASTISFresh/ANNOTATIONS/TARGET_10076.npy
10077,PASTISFresh/DATA_S2/S2_10077.npy,PASTISFresh/ANNOTATIONS/TARGET_10077.npy
