fieldID,imagepath,labelpath
10001,PASTISFresh/DATA_S2/S2_10001.npy,PASTISFresh/ANNOTATIONS/TARGET_10001.npy
10002,PASTISFresh/DATA_S2/S2_10002.npy,PASTISFresh/ANNOTATIONS/TARGET_10002.npy
10004,PASTISFresh/DATA_S2/S2_10004.npy,PASTISFresh/ANNOTATIONS/TARGET_10004.npy
10005,PASTISFresh/DATA_S2/S2_10005.npy,PASTISFresh/ANNOTATIONS/TARGET_10005.npy
10006,PASTISFresh/DATA_S2/S2_10006.npy,PASTISFresh/ANNOTATIONS/TARGET_10006.npy
10008,PASTISFresh/DATA_S2/S2_10008.npy,PASTISFresh/ANNOTATIONS/TARGET_10008.npy
10009,PASTISFresh/DATA_S2/S2_10009.npy,PASTISFresh/ANNOTATIONS/TARGET_10009.npy
10011,PASTISFresh/DATA_S2/S2_10011.npy,PASTISFresh/ANNOTATIONS/TARGET_10011.npy
10013,PASTISFresh/DATA_S2/S2_10013.npy,PASTISFresh/ANNOTATIONS/TARGET_10013.npy
10014,PASTISFresh/DATA_S2/S2_10014.npy,PASTISFresh/ANNOTATIONS/TARGET_10014.npy
10015,PASTISFresh/DATA_S2/S2_10015.npy,PASTISFresh/ANNOTATIONS/TARGET_10015.npy
10016,PASTISFresh/DATA_S2/S2_10016.npy,PASTISFresh/ANNOTATIONS/TARGET_10016.npy
10019,PASTISFresh/DATA_S2/S2_10019.npy,PASTISFresh/ANNOTATIONS/TARGET_10019.npy
10020,PASTISFresh/DATA_S2/S2_10020.npy,PASTISFresh/ANNOTATIONS/TARGET_10020.npy
10021,PASTISFresh/DATA_S2/S2_10021.npy,PASTISFresh/ANNOTATIONS/TARGET_10021.npy
10023,PASTISFresh/DATA_S2/S2_10023.npy,PASTISFresh/ANNOTATIONS/TARGET_10023.npy
10024,PASTISFresh/DATA_S2/S2_10024.npy,PASTISFresh/ANNOTATIONS/TARGET_10024.npy
10026,PASTISFresh/DATA_S2/S2_10026.npy,PASTISFresh/ANNOTATIONS/TARGET_10026.npy
10027,PASTISFresh/DATA_S2/S2_10027.npy,PASTISFresh/ANNOTATIONS/TARGET_10027.npy
10028,PASTISFresh/DATA_S2/S2_10028.npy,PASTISFresh/ANNOTATIONS/TARGET_10028.npy
10034,PASTISFresh/DATA_S2/S2_10034.npy,PASTISFresh/ANNOTATIONS/TARGET_10034.npy
10035,PASTISFresh/DATA_S2/S2_10035.npy,PASTISFresh/ANNOTATIONS/TARGET_10035.npy
10036,PASTISFresh/DATA_S2/S2_10036.npy,PASTISFresh/ANNOTATIONS/TARGET_10036.npy
10038,PASTISFresh/DATA_S2/S2_10038.npy,PASTISFresh/ANNOTATIONS/TARGET_10038.npy
10039,PASTISFresh/DATA_S2/S2_10039.npy,PASTISFresh/ANNOTATIONS/TARGET_10039.npy
10043,PASTISFresh/DATA_S2/S2_10043.npy,PASTISFresh/ANNOTATIONS/TARGET_10043.npy
10044,PASTISFresh/DATA_S2/S2_10044.npy,PASTISFresh/ANNOTATIONS/TARGET_10044.npy
10045,PASTISFresh/DATA_S2/S2_10045.npy,PASTISFresh/ANNOTATIONS/TARGET_10045.npy
10046,PASTISFresh/DATA_S2/S2_10046.npy,PASTISFresh/ANNOTATIONS/TARGET_10046.npy
10048,PASTISFresh/DATA_S2/S2_10048.npy,PASTISFresh/ANNOTATIONS/TARGET_10048.npy
10049,PASTISFresh/DATA_S2/S2_10049.npy,PASTISFresh/ANNOTATIONS/TARGET_10049.npy
10050,PASTISFresh/DATA_S2/S2_10050.npy,PASTISFresh/ANNOTATIONS/TARGET_10050.npy
10051,PASTISFresh/DATA_S2/S2_10051.npy,PASTISFresh/ANNOTATIONS/TARGET_10051.npy
10053,PASTISFresh/DATA_S2/S2_10053.npy,PASTISFresh/ANNOTATIONS/TARGET_10053.npy
10055,PASTISFresh/DATA_S2/S2_10055.npy,PASTISFresh/ANNOTATIONS/TARGET_10055.npy
10058,PASTISFresh/DATA_S2/S2_10058.npy,PASTISFresh/ANNOTATIONS/TARGET_10058.npy
10059,PASTISFresh/DATA_S2/S2_10059.npy,PASTISFresh/ANNOTATIONS/TARGET_10059.npy
10062,PASTISFresh/DATA_S2/S2_10062.npy,PASTISFresh/ANNOTATIONS/TARGET_10062.npy
10063,PASTISFresh/DATA_S2/S2_10063.npy,PASTISFresh/ANNOTATIONS/TARGET_10063.npy
10066,PASTISFresh/DATA_S2/S2_10066.npy,PASTISFresh/ANNOTATIONS/TARGET_10066.npy
10069,PASTISFresh/DATA_S2/S2_10069.npy,PASTISFresh/ANNOTATIONS/TARGET_10069.npy
10070,PASTISFresh/DATA_S2/S2_10070.npy,PASTISFresh/ANNOTATIONS/TARGET_10070.npy
10072,PASTISFresh/DATA_S2/S2_10072.npy,PASTISFresh/ANNOTATIONS/TARGET_10072.npy
10074,PASTISFresh/DATA_S2/S2_10074.npy,PASTISFresh/ANNOTATIONS/TARGET_10074.npy
10075,PASTISFresh/DATA_S2/S2_10075.npy,PASTISFresh/ANNOTATIONS/TARGET_10075.npy
10076,PASTISFresh/DATA_S2/S2_10076.npy,PASTISFresh/ANNOTATIONS/TARGET_10076.npy
10077,PASTISFresh/DATA_S2/S2_10077.npy,PASTISFresh/ANNOTATIONS/TARGET_10077.npy
10078,PASTISFresh/DATA_S2/S2_10078.npy,PASTISFresh/ANNOTATIONS/TARGET_10078.npy
10081,PASTISFresh/DATA_S2/S2_10081.npy,PASTISFresh/ANNOTATIONS/TARGET_10081.npy
10085,PASTISFresh/DATA_S2/S2_10085.npy,PASTISFresh/ANNOTATIONS/TARGET_10085.npy
10087,PASTISFresh/DATA_S2/S2_10087.npy,PASTISFresh/ANNOTATIONS/TARGET_10087.npy
10088,PASTISFresh/DATA_S2/S2_10088.npy,PASTISFresh/ANNOTATIONS/TARGET_10088.npy
10090,PASTISFresh/DATA_S2/S2_10090.npy,PASTISFresh/ANNOTATIONS/TARGET_10090.npy
10092,PASTISFresh/DATA_S2/S2_10092.npy,PASTISFresh/ANNOTATIONS/TARGET_10092.npy
10097,PASTISFresh/DATA_S2/S2_10097.npy,PASTISFresh/ANNOTATIONS/TARGET_10097.npy
10099,PASTISFresh/DATA_S2/S2_10099.npy,PASTISFresh/ANNOTATIONS/TARGET_10099.npy
10100,PASTISFresh/DATA_S2/S2_10100.npy,PASTISFresh/ANNOTATIONS/TARGET_10100.npy
10103,PASTISFresh/DATA_S2/S2_10103.npy,PASTISFresh/ANNOTATIONS/TARGET_10103.npy
10106,PASTISFresh/DATA_S2/S2_10106.npy,PASTISFresh/ANNOTATIONS/TARGET_10106.npy
10107,PASTISFresh/DATA_S2/S2_10107.npy,PASTISFresh/ANNOTATIONS/TARGET_10107.npy
10113,PASTISFresh/DATA_S2/S2_10113.npy,PASTISFresh/ANNOTATIONS/TARGET_10113.npy
10116,PASTISFresh/DATA_S2/S2_10116.npy,PASTISFresh/ANNOTATIONS/TARGET_10116.npy
10119,PASTISFresh/DATA_S2/S2_10119.npy,PASTISFresh/ANNOTATIONS/TARGET_10119.npy
10122,PASTISFresh/DATA_S2/S2_10122.npy,PASTISFresh/ANNOTATIONS/TARGET_10122.npy
10123,PASTISFresh/DATA_S2/S2_10123.npy,PASTISFresh/ANNOTATIONS/TARGET_10123.npy
10124,PASTISFresh/DATA_S2/S2_10124.npy,PASTISFresh/ANNOTATIONS/TARGET_10124.npy
10126,PASTISFresh/DATA_S2/S2_10126.npy,PASTISFresh/ANNOTATIONS/TARGET_10126.npy
10127,PASTISFresh/DATA_S2/S2_10127.npy,PASTISFresh/ANNOTATIONS/TARGET_10127.npy
10128,PASTISFresh/DATA_S2/S2_10128.npy,PASTISFresh/ANNOTATIONS/TARGET_10128.npy
10132,PASTISFresh/DATA_S2/S2_10132.npy,PASTISFresh/ANNOTATIONS/TARGET_10132.npy
10134,PASTISFresh/DATA_S2/S2_10134.npy,PASTISFresh/ANNOTATIONS/TARGET_10134.npy
10135,PASTISFresh/DATA_S2/S2_10135.npy,PASTISFresh/ANNOTATIONS/TARGET_10135.npy
10138,PASTISFresh/DATA_S2/S2_10138.npy,PASTISFresh/ANNOTATIONS/TARGET_10138.npy
10140,PASTISFresh/DATA_S2/S2_10140.npy,PASTISFresh/ANNOTATIONS/TARGET_10140.npy
10143,PASTISFresh/DATA_S2/S2_10143.npy,PASTISFresh/ANNOTATIONS/TARGET_10143.npy
10144,PASTISFresh/DATA_S2/S2_10144.npy,PASTISFresh/ANNOTATIONS/TARGET_10144.npy
10145,PASTISFresh/DATA_S2/S2_10145.npy,PASTISFresh/ANNOTATIONS/TARGET_10145.npy
10146,PASTISFresh/DATA_S2/S2_10146.npy,PASTISFresh/ANNOTATIONS/TARGET_10146.npy
10148,PASTISFresh/DATA_S2/S2_10148.npy,PASTISFresh/ANNOTATIONS/TARGET_10148.npy
10149,PASTISFresh/DATA_S2/S2_10149.npy,PASTISFresh/ANNOTATIONS/TARGET_10149.npy
10150,PASTISFresh/DATA_S2/S2_10150.npy,PASTISFresh/ANNOTATIONS/TARGET_10150.npy
10152,PASTISFresh/DATA_S2/S2_10152.npy,PASTISFresh/ANNOTATIONS/TARGET_10152.npy
10154,PASTISFresh/DATA_S2/S2_10154.npy,PASTISFresh/ANNOTATIONS/TARGET_10154.npy
