fieldID,imagepath,labelpath,datepath
89,data16/89_sits.npy,data16/89_labels.npy,data16/89_dates.npy
90,data16/90_sits.npy,data16/90_labels.npy,data16/90_dates.npy
91,data16/91_sits.npy,data16/91_labels.npy,data16/91_dates.npy
92,data16/92_sits.npy,data16/92_labels.npy,data16/92_dates.npy
105,data16/105_sits.npy,data16/105_labels.npy,data16/105_dates.npy
106,data16/106_sits.npy,data16/106_labels.npy,data16/106_dates.npy
107,data16/107_sits.npy,data16/107_labels.npy,data16/107_dates.npy
108,data16/108_sits.npy,data16/108_labels.npy,data16/108_dates.npy
109,data16/109_sits.npy,data16/109_labels.npy,data16/109_dates.npy
110,data16/110_sits.npy,data16/110_labels.npy,data16/110_dates.npy
113,data16/113_sits.npy,data16/113_labels.npy,data16/113_dates.npy
114,data16/114_sits.npy,data16/114_labels.npy,data16/114_dates.npy
115,data16/115_sits.npy,data16/115_labels.npy,data16/115_dates.npy
116,data16/116_sits.npy,data16/116_labels.npy,data16/116_dates.npy
117,data16/117_sits.npy,data16/117_labels.npy,data16/117_dates.npy
118,data16/118_sits.npy,data16/118_labels.npy,data16/118_dates.npy
121,data16/121_sits.npy,data16/121_labels.npy,data16/121_dates.npy
122,data16/122_sits.npy,data16/122_labels.npy,data16/122_dates.npy
123,data16/123_sits.npy,data16/123_labels.npy,data16/123_dates.npy
124,data16/124_sits.npy,data16/124_labels.npy,data16/124_dates.npy
125,data16/125_sits.npy,data16/125_labels.npy,data16/125_dates.npy
126,data16/126_sits.npy,data16/126_labels.npy,data16/126_dates.npy
129,data16/129_sits.npy,data16/129_labels.npy,data16/129_dates.npy
130,data16/130_sits.npy,data16/130_labels.npy,data16/130_dates.npy
131,data16/131_sits.npy,data16/131_labels.npy,data16/131_dates.npy
132,data16/132_sits.npy,data16/132_labels.npy,data16/132_dates.npy
133,data16/133_sits.npy,data16/133_labels.npy,data16/133_dates.npy
134,data16/134_sits.npy,data16/134_labels.npy,data16/134_dates.npy
137,data16/137_sits.npy,data16/137_labels.npy,data16/137_dates.npy
138,data16/138_sits.npy,data16/138_labels.npy,data16/138_dates.npy
139,data16/139_sits.npy,data16/139_labels.npy,data16/139_dates.npy
140,data16/140_sits.npy,data16/140_labels.npy,data16/140_dates.npy
141,data16/141_sits.npy,data16/141_labels.npy,data16/141_dates.npy
142,data16/142_sits.npy,data16/142_labels.npy,data16/142_dates.npy
145,data16/145_sits.npy,data16/145_labels.npy,data16/145_dates.npy
146,data16/146_sits.npy,data16/146_labels.npy,data16/146_dates.npy
147,data16/147_sits.npy,data16/147_labels.npy,data16/147_dates.npy
148,data16/148_sits.npy,data16/148_labels.npy,data16/148_dates.npy
149,data16/149_sits.npy,data16/149_labels.npy,data16/149_dates.npy
150,data16/150_sits.npy,data16/150_labels.npy,data16/150_dates.npy
153,data16/153_sits.npy,data16/153_labels.npy,data16/153_dates.npy
154,data16/154_sits.npy,data16/154_labels.npy,data16/154_dates.npy
155,data16/155_sits.npy,data16/155_labels.npy,data16/155_dates.npy
156,data16/156_sits.npy,data16/156_labels.npy,data16/156_dates.npy
157,data16/157_sits.npy,data16/157_labels.npy,data16/157_dates.npy
158,data16/158_sits.npy,data16/158_labels.npy,data16/158_dates.npy
161,data16/161_sits.npy,data16/161_labels.npy,data16/161_dates.npy
162,data16/162_sits.npy,data16/162_labels.npy,data16/162_dates.npy
163,data16/163_sits.npy,data16/163_labels.npy,data16/163_dates.npy
165,data16/165_sits.npy,data16/165_labels.npy,data16/165_dates.npy
166,data16/166_sits.npy,data16/166_labels.npy,data16/166_dates.npy
